27.7338	29.5807	28.7423	29.7828	24.8727	24.2204	22.9945	22.9719	22.9645	22.9435	22.1984	23.0156	21.7423	22.5661	22.4075	22.3112	22.1346	22.6645	21.5899	22.7662	21.6041	21.943	21.8226	22.731	
28.6073	28.2903	29.3967	29.0581	25.974	24.1191	23.1006	22.6296	23.1425	22.9814	22.716	21.9725	22.5889	22.1089	22.3865	22.3011	22.7648	21.9272	22.2396	22.1547	22.6457	21.8276	21.971	22.1773	
28.9579	29.4773	28.8617	29.4667	27.7077	24.4979	23.1996	22.7911	23.0617	23.3056	22.8482	22.9373	22.8796	22.705	22.9848	23.0445	23.1786	23.3576	22.7963	22.6613	22.2887	22.7754	21.8657	22.0261	
29.1141	28.6123	29.0444	29.0599	28.1681	24.2864	23.4575	23.3342	23.3345	23.075	23.3105	23.1762	23.0707	22.7823	23.4348	23.1257	23.3755	23.0546	22.4398	22.4767	22.3984	22.2597	22.5511	22.5695	
27.9424	28.519	28.2808	28.5843	27.7761	26.0702	23.5344	24.2213	24.2451	24.3346	22.8769	23.4172	24.1697	27.3626	27.7287	26.6231	23.2225	23.4979	23.0072	23.2985	22.0944	23.0438	22.2808	22.287	
28.6072	27.9108	28.1029	27.7689	27.7406	25.0127	24.4245	24.6296	27.5158	26.4131	24.6769	22.9765	24.5377	28.1754	29.4784	27.5797	24.5431	23.2592	23.3527	22.4287	22.7461	22.1213	22.9997	22.1112	
27.9835	28.0069	26.9696	27.2764	24.5044	24.1698	24.0517	26.035	29.9092	30.3517	28.6461	27.1128	24.2872	26.3388	30.3376	31.1226	27.8686	26.1057	23.6605	23.576	22.7991	23.4462	22.4522	23.1227	
28.068	27.958	27.2849	26.6618	24.0302	23.4888	23.7569	25.0042	29.5617	30.357	30.8621	28.7864	25.2929	25.657	29.3534	30.8068	30.303	27.3334	24.8034	23.2809	23.3177	23.3456	22.6547	23.0892	
27.5862	27.7301	26.366	25.1298	23.1061	23.4309	23.4232	23.7103	25.3753	27.9636	30.4717	30.9616	29.3111	28.0113	26.5449	28.652	30.3834	30.9869	26.7215	25.9989	23.9318	23.8381	24.5681	25.3714	
28.5092	27.1235	26.1514	24.2147	23.4717	23.4869	24.4957	23.5452	24.053	25.8314	29.8428	30.7956	30.9108	29.2339	27.1556	27.9361	30.8446	31.0674	29.1168	26.3189	24.6283	24.1384	25.6985	27.1007	
28.0067	28.593	25.6567	24.1001	24.2652	25.895	28.7001	29.2652	26.1367	24.7335	25.8034	28.5331	30.9558	31.3617	30.5706	29.2112	29.7401	31.1345	31.02	30.5596	25.8241	25.5768	28.5184	30.0217	
26.6188	27.8889	25.332	24.1871	25.063	25.9882	29.9147	30.4436	29.469	26.8749	24.6151	27.1179	30.8406	31.1677	32.228	30.2221	28.5222	30.6724	31.5504	30.7431	27.5414	25.4767	28.8716	30.3893	
23.7389	24.0776	23.585	24.3132	24.2664	25.5495	28.6728	29.5278	30.2416	30.988	29.534	27.8029	27.723	30.2015	31.2664	31.2289	29.8865	29.6824	31.428	32.0465	29.7297	28.3631	28.5062	30.6676	
23.1245	23.2496	23.7104	24.0302	24.6599	24.298	26.8125	28.589	30.9108	31.0103	31.2179	30.1919	28.2774	28.1093	31.2324	31.2367	31.3975	30.9651	31.7667	31.681	31.1394	29.0992	28.0034	30.0595	
22.8432	23.3131	23.3266	24.0472	24.2358	23.8831	22.6031	22.9639	26.645	28.9141	30.9476	31.0101	31.7299	31.3635	28.7606	30.876	32.2167	32.2155	32.3036	32.0743	31.8898	32.0329	30.4734	31.3241	
23.3077	23.2308	23.3672	23.7015	24.6559	23.8348	22.2857	22.0769	23.3028	26.1468	30.2156	30.9446	31.9114	31.5292	30.1055	30.6735	32.1709	32.0659	32.1712	32.2597	32.3931	32.4344	32.4261	32.2889	
23.2201	23.0214	22.7208	23.4618	23.5794	24.2234	22.8272	23.775	24.3117	23.9872	23.9541	26.1429	30.4181	31.0127	31.548	32.4248	31.5897	31.7348	32.1766	32.4861	32.3885	32.9089	31.6236	32.0784	
23.1815	22.6702	23.6937	22.728	23.3062	23.3414	24.1604	26.4562	27.8267	27.1703	25.9194	25.1094	27.9542	30.2559	32.2318	31.7133	31.8731	31.7685	32.297	32.1332	32.9023	31.938	31.962	31.886	
22.8923	23.7198	23.5456	23.5769	23.2247	23.7088	25.261	27.9115	29.799	30.3857	30.5544	31.2288	31.3146	30.9358	31.8526	31.8031	31.907	32.4736	32.7153	32.9849	33.2703	32.8554	32.7476	32.0933	
23.3033	23.4549	23.8945	23.4115	23.6376	23.667	24.9729	26.2032	28.5471	29.5528	30.5243	30.8036	31.5648	31.572	32.1728	32.0724	31.5888	31.9899	32.5933	33.2226	33.1832	32.8604	32.5373	32.3808	
23.4324	23.7985	23.2987	23.7528	23.1138	23.9011	23.9596	24.3158	24.5548	25.2409	27.4462	28.3202	29.3076	30.5092	31.2958	31.5836	31.1979	31.8434	32.3861	33.0276	32.6376	32.5877	31.9292	32.3924	
23.5352	22.963	23.1927	23.2479	23.8564	23.3959	24.1106	24.0255	24.6247	24.5355	26.3006	26.5352	27.5421	28.0226	30.6791	30.4506	31.4613	31.6223	31.6863	32.2289	32.7021	32.7208	32.4891	31.9574	
23.3579	24.0015	23.87	24.1239	23.7503	24.0827	24.5261	24.8169	24.7002	25.2504	24.5546	25.0846	24.8729	25.3025	26.3593	27.4557	30.078	30.5805	31.5838	31.869	32.1645	32.6244	31.8058	31.6039	
23.9234	23.6859	24.153	24.0486	24.4691	24.1749	24.4755	24.6734	25.1277	25.3133	25.0024	24.9874	24.9978	24.8929	25.4347	25.9759	28.5452	29.7832	31.2714	31.3627	31.9183	31.9556	32.383	30.5982	
23.1477	23.9479	23.5472	24.311	24.131	24.0091	24.0021	24.2148	24.2414	24.933	24.7906	25.8462	25.956	26.3218	25.7327	26.2095	26.2163	27.2288	27.9957	29.2942	29.829	30.8129	29.5519	29.1059	
24.1746	23.631	24.1131	23.7707	24.4972	23.8174	24.3168	24.0112	24.8344	24.3131	25.1632	25.1574	26.0544	25.4358	26.3461	25.925	26.1223	26.4221	27.3058	27.3137	28.7709	28.8149	28.3463	27.9969	
23.2855	23.7559	23.8797	24.0193	24.2204	24.464	23.9858	24.6842	24.5604	24.9901	24.7952	25.3313	25.4708	25.7783	25.9886	25.9696	25.9539	26.2819	26.8884	26.8856	27.5572	27.7039	27.2375	27.2567	
24.4752	23.995	24.1956	24.0868	24.66	24.6536	24.6612	24.3046	24.7044	24.3469	25.5401	25.4147	25.543	25.7482	26.2056	25.2693	25.843	25.697	26.2944	27.0369	26.9406	27.2129	27.1327	27.1413	
23.9696	23.9823	24.1517	24.9076	24.0259	24.7265	23.8002	24.5968	24.182	25.0435	24.6094	24.9426	24.955	25.6571	24.9155	26.0131	24.9882	25.4719	25.8474	25.8148	25.4893	26.1956	26.1838	25.9879	
25.0733	23.5059	24.5329	23.5944	24.8632	24.0083	24.7048	24.4272	24.6249	24.8784	25.545	25.1497	25.0581	24.7804	25.4124	24.8788	25.6109	25.4566	25.8515	25.257	26.5295	25.9031	25.697	25.4898	
24.8246	26.5563	25.02	24.9707	24.7414	24.9192	24.5848	24.7225	24.9354	25.506	25.414	26.3793	25.8302	25.6665	26.3764	26.6515	26.2251	26.2028	25.7226	26.0077	25.9912	26.1441	26.0869	26.9519	
27.1802	26.5706	25.7697	24.8803	25.5232	24.5276	24.8723	24.7011	25.2309	25.3623	25.8385	25.3815	26.1351	25.9693	26.1252	26.1105	26.7165	26.3875	26.2347	25.8826	26.5567	25.9715	27.0518	28.0354	
